tdate,subportfolio,portfolio,security_id,strike,derivative_type,currency,total_active_lots
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.H26 AUOC 65.75 72 0 20250620 20250807 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.H26 AUOC 67.55 75.5 0 20250401 20250807 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.H26 AUOC 68.05 73.5 0 20250722 20250807 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.H26 AUOP 64.75 74 0 20250403 20250807 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.H26 AUOP 65.75 72 0 20250620 20250807 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.H26 AUOP 67.55 75.5 0 20250401 20250807 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.H26 AUOP 68.05 73.5 0 20250722 20250807 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADDOC 82.4 75 0 20240305 20250807 20240305,82.4,amer_disc_down_out_call,USD,-0.349024
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADDOC 83.1 75 0 20240229 20250807 20240229,83.1,amer_disc_down_out_call,USD,-0.346282
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADDOP 82.4 75 0 20240305 20250807 20240305,82.4,amer_disc_down_out_put,USD,0.174512
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADDOP 83.1 75 0 20240229 20250807 20240229,83.1,amer_disc_down_out_put,USD,0.173141
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADOC 73.25 66 0 20250423 20250807 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADOC 79.1 69.5 0 20240503 20250807 20240503,79.1,amer_down_out_call,USD,-0.743393
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADOC 83.5 75 0 20240321 20250807 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADOP 73.25 66 0 20250423 20250807 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADOP 79.1 69.5 0 20240503 20250807 20240503,79.1,amer_down_out_put,USD,0.371696
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 ADOP 83.5 75 0 20240321 20250807 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOC 64.25 72 0 20250307 20250807 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOC 65.2 71 0 20250620 20250807 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOC 65.5 73 0 20250312 20250807 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOC 66.2 73 0 20250320 20250807 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOC 67.3 72 0 20250722 20250807 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOP 64.25 72 0 20250307 20250807 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOP 65.2 71 0 20250620 20250807 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOP 65.5 73 0 20250312 20250807 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOP 66.2 73 0 20250320 20250807 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25 AUOP 67.3 72 0 20250722 20250807 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25C 71.05,71.05,vanilla_call,USD,-0.85346
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25C 73.6,73.6,vanilla_call,USD,-0.885382
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25P 68,68.0,vanilla_put,USD,204.17536400000003
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25P 68.01,68.01,vanilla_put,USD,-204.175364
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25P 71.05,71.05,vanilla_put,USD,0.42673
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25P 73.6,73.6,vanilla_put,USD,0.442691
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250807.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.H26 AUOC 64.75 74 0 20250403 20250808 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.H26 AUOC 65.75 72 0 20250620 20250808 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.H26 AUOC 67.55 75.5 0 20250401 20250808 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.H26 AUOC 68.05 73.5 0 20250722 20250808 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.H26 AUOP 64.75 74 0 20250403 20250808 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.H26 AUOP 65.75 72 0 20250620 20250808 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.H26 AUOP 67.55 75.5 0 20250401 20250808 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.H26 AUOP 68.05 73.5 0 20250722 20250808 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADDOC 82.4 75 0 20240305 20250808 20240305,82.4,amer_disc_down_out_call,USD,-0.349024
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADDOC 83.1 75 0 20240229 20250808 20240229,83.1,amer_disc_down_out_call,USD,-0.346282
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADDOP 82.4 75 0 20240305 20250808 20240305,82.4,amer_disc_down_out_put,USD,0.174512
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADDOP 83.1 75 0 20240229 20250808 20240229,83.1,amer_disc_down_out_put,USD,0.173141
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADOC 73.25 66 0 20250423 20250808 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADOC 79.1 69.5 0 20240503 20250808 20240503,79.1,amer_down_out_call,USD,-0.743393
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADOC 83.5 75 0 20240321 20250808 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADOP 73.25 66 0 20250423 20250808 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADOP 79.1 69.5 0 20240503 20250808 20240503,79.1,amer_down_out_put,USD,0.371696
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 ADOP 83.5 75 0 20240321 20250808 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOC 64.25 72 0 20250307 20250808 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOC 65.2 71 0 20250620 20250808 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOC 65.5 73 0 20250312 20250808 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOC 66.2 73 0 20250320 20250808 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOC 67.3 72 0 20250722 20250808 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOP 64.25 72 0 20250307 20250808 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOP 65.2 71 0 20250620 20250808 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOP 65.5 73 0 20250312 20250808 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOP 66.2 73 0 20250320 20250808 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25 AUOP 67.3 72 0 20250722 20250808 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25C 71.05,71.05,vanilla_call,USD,-0.85346
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25C 73.6,73.6,vanilla_call,USD,-0.885382
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25P 68,68.0,vanilla_put,USD,204.17536400000003
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25P 68.01,68.01,vanilla_put,USD,-204.175364
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25P 71.05,71.05,vanilla_put,USD,0.42673
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25P 73.6,73.6,vanilla_put,USD,0.442691
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250808.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.H26 AUOC 64.75 74 0 20250403 20250811 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.H26 AUOC 65.75 72 0 20250620 20250811 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.H26 AUOC 67.55 75.5 0 20250401 20250811 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.H26 AUOC 68.05 73.5 0 20250722 20250811 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.H26 AUOP 64.75 74 0 20250403 20250811 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.H26 AUOP 65.75 72 0 20250620 20250811 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.H26 AUOP 67.55 75.5 0 20250401 20250811 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.H26 AUOP 68.05 73.5 0 20250722 20250811 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADDOC 82.4 75 0 20240305 20250811 20240305,82.4,amer_disc_down_out_call,USD,-0.349024
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADDOC 83.1 75 0 20240229 20250811 20240229,83.1,amer_disc_down_out_call,USD,-0.346282
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADDOP 82.4 75 0 20240305 20250811 20240305,82.4,amer_disc_down_out_put,USD,0.174512
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADDOP 83.1 75 0 20240229 20250811 20240229,83.1,amer_disc_down_out_put,USD,0.173141
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADOC 73.25 66 0 20250423 20250811 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADOC 79.1 69.5 0 20240503 20250811 20240503,79.1,amer_down_out_call,USD,-0.743393
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADOC 83.5 75 0 20240321 20250811 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADOP 73.25 66 0 20250423 20250811 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADOP 79.1 69.5 0 20240503 20250811 20240503,79.1,amer_down_out_put,USD,0.371696
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 ADOP 83.5 75 0 20240321 20250811 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOC 64.25 72 0 20250307 20250811 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOC 65.2 71 0 20250620 20250811 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOC 65.5 73 0 20250312 20250811 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOC 66.2 73 0 20250320 20250811 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOC 67.3 72 0 20250722 20250811 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOP 64.25 72 0 20250307 20250811 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOP 65.2 71 0 20250620 20250811 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOP 65.5 73 0 20250312 20250811 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOP 66.2 73 0 20250320 20250811 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25 AUOP 67.3 72 0 20250722 20250811 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25C 71.05,71.05,vanilla_call,USD,-0.85346
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25C 73.6,73.6,vanilla_call,USD,-0.885382
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25P 68,68.0,vanilla_put,USD,204.17536400000003
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25P 68.01,68.01,vanilla_put,USD,-204.175364
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25P 71.05,71.05,vanilla_put,USD,0.42673
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25P 73.6,73.6,vanilla_put,USD,0.442691
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250811.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.H26 AUOC 64.75 74 0 20250403 20250812 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.H26 AUOC 65.75 72 0 20250620 20250812 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.H26 AUOC 67.55 75.5 0 20250401 20250812 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.H26 AUOC 68.05 73.5 0 20250722 20250812 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.H26 AUOP 64.75 74 0 20250403 20250812 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.H26 AUOP 65.75 72 0 20250620 20250812 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.H26 AUOP 67.55 75.5 0 20250401 20250812 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.H26 AUOP 68.05 73.5 0 20250722 20250812 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADDOC 82.4 75 0 20240305 20250812 20240305,82.4,amer_disc_down_out_call,USD,-0.349024
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADDOC 83.1 75 0 20240229 20250812 20240229,83.1,amer_disc_down_out_call,USD,-0.346282
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADDOP 82.4 75 0 20240305 20250812 20240305,82.4,amer_disc_down_out_put,USD,0.174512
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADDOP 83.1 75 0 20240229 20250812 20240229,83.1,amer_disc_down_out_put,USD,0.173141
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADOC 73.25 66 0 20250423 20250812 20250423,73.25,amer_down_out_call,USD,-0.230952
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADOC 79.1 69.5 0 20240503 20250812 20240503,79.1,amer_down_out_call,USD,-0.743393
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADOC 83.5 75 0 20240321 20250812 20240321,83.5,amer_down_out_call,USD,-0.051522
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADOP 73.25 66 0 20250423 20250812 20250423,73.25,amer_down_out_put,USD,0.115476
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADOP 79.1 69.5 0 20240503 20250812 20240503,79.1,amer_down_out_put,USD,0.371696
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 ADOP 83.5 75 0 20240321 20250812 20240321,83.5,amer_down_out_put,USD,0.025761
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOC 64.25 72 0 20250307 20250812 20250307,64.25,amer_up_out_call,USD,0.028409
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOC 65.2 71 0 20250620 20250812 20250620,65.2,amer_up_out_call,USD,0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOC 65.5 73 0 20250312 20250812 20250312,65.5,amer_up_out_call,USD,0.028902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOC 66.2 73 0 20250320 20250812 20250320,66.2,amer_up_out_call,USD,0.05988
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOC 67.3 72 0 20250722 20250812 20250722,67.3,amer_up_out_call,USD,0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOP 64.25 72 0 20250307 20250812 20250307,64.25,amer_up_out_put,USD,-0.056818
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOP 65.2 71 0 20250620 20250812 20250620,65.2,amer_up_out_put,USD,-0.029703
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOP 65.5 73 0 20250312 20250812 20250312,65.5,amer_up_out_put,USD,-0.057804
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOP 66.2 73 0 20250320 20250812 20250320,66.2,amer_up_out_put,USD,-0.11976
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25 AUOP 67.3 72 0 20250722 20250812 20250722,67.3,amer_up_out_put,USD,-0.037975
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25C 67,67.0,vanilla_call,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25C 71.05,71.05,vanilla_call,USD,-0.85346
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25C 71.99,71.99,vanilla_call,USD,-429.268293
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25C 72,72.0,vanilla_call,USD,423.043902
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25C 73.6,73.6,vanilla_call,USD,-0.885382
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25C 76,76.0,vanilla_call,USD,-1.481482
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25P 67,67.0,vanilla_put,USD,1094.335682
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25P 67.01,67.01,vanilla_put,USD,-1095.93496
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25P 68,68.0,vanilla_put,USD,204.17536400000003
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25P 68.01,68.01,vanilla_put,USD,-204.175364
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25P 71.05,71.05,vanilla_put,USD,0.42673
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25P 72,72.0,vanilla_put,USD,0.858537
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25P 73.6,73.6,vanilla_put,USD,0.442691
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250812.Z25P 76,76.0,vanilla_put,USD,0.740741
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.H26 AUOC 64.75 74 0 20250403 20250813 20250403,64.75,amer_up_out_call,USD,0.112613
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.H26 AUOC 65.75 72 0 20250620 20250813 20250620,65.75,amer_up_out_call,USD,0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.H26 AUOC 67.55 75.5 0 20250401 20250813 20250401,67.55,amer_up_out_call,USD,0.022321
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.H26 AUOC 68.05 73.5 0 20250722 20250813 20250722,68.05,amer_up_out_call,USD,0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.H26 AUOP 64.75 74 0 20250403 20250813 20250403,64.75,amer_up_out_put,USD,-0.225226
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.H26 AUOP 65.75 72 0 20250620 20250813 20250620,65.75,amer_up_out_put,USD,-0.018072
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.H26 AUOP 67.55 75.5 0 20250401 20250813 20250401,67.55,amer_up_out_put,USD,-0.044642
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.H26 AUOP 68.05 73.5 0 20250722 20250813 20250722,68.05,amer_up_out_put,USD,-0.027778
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.Z25 ADDOC 82.4 75 0 20240305 20250813 20240305,82.4,amer_disc_down_out_call,USD,-0.349024
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.Z25 ADDOC 83.1 75 0 20240229 20250813 20240229,83.1,amer_disc_down_out_call,USD,-0.346282
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.Z25 ADDOP 82.4 75 0 20240305 20250813 20240305,82.4,amer_disc_down_out_put,USD,0.174512
2025-08-02,MILL OPTNS,MILL OPTNS,CM CT 20250813.Z25 ADDOP 83.1 75 0 20240229 20250813 20240229,83.1,amer_disc_down_out_put,USD,0.173141
